Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q41A,Q42A,Q41B,Q42B,Q43A,Q44A,Q43B,Q44B,Q38,Q25,Q26,Q27,Q28,Q29,Q39,Q40,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight
.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,2,2,3,4,4,9,3,3,3,3,3,3,53.0,50.0,3,3,7,1,4,6,1,1,1,2,1,1,2,1963.0,57.0,3,2,2,4,2,1,2,29,2,2,1,1,97,4,.,.,.,1,.,.,1,.,2,2,7,2,8,2,2,2021-04-09 03:33:42.993000,2021-04-09 03:39:41.535000,2021-04-09 03:39:35.971000,1417703429.0,0.61301193942495
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,3,3,1,1,5,2,2,2,3,3,2,51.0,70.0,3,4,2,1,2,3,1,1,3,5,1,2,2,1955.0,66.0,4,3,3,3,2,4,2,12,3,1,2,1,3,1,.,.,.,.,1,.,.,1,2,1,3,2,2,2,1,2021-04-09 03:21:47.792000,2021-04-09 03:45:46.336000,2021-04-09 03:45:37.199000,1416188477.0,1.17878665931068
2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,1,1,1,3,2,5,2,2,1,1,2,2,73.0,83.0,2,2,2,3,3,4,1,1,1,2,1,1,1,1991.0,29.0,1,2,2,5,3,1,1,6,4,1,1,1,7,2,2,2,1,2,2,1,1,2,1,2,4,1,5,2,1,2021-04-09 03:29:24.372000,2021-04-09 03:54:39.516000,2021-04-09 03:54:39.393000,1417701737.0,0.80149050886214
.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,4,1,1,1,4,4,6,1,1,1,2,2,2,65.0,73.0,2,2,1,2,2,3,1,1,1,1,1,1,1,1991.0,29.0,1,2,2,5,3,1,1,6,4,1,1,1,9,2,2,2,1,2,2,2,1,2,1,2,4,1,5,2,2,2021-04-09 03:29:20.939000,2021-04-09 03:55:01.379000,2021-04-09 03:55:01.276000,1417701729.0,0.80149050886214
.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,3,3,3,1,2,4,4,5,2,3,1,2,2,51.0,27.0,5,1,7,2,3,4,3,2,3,5,2,6,1,1941.0,80.0,4,1,1,1,1,1,2,13,3,4,1,6,97,4,.,.,.,.,1,.,.,1,2,1,6,1,2,11,2,2021-04-09 03:33:10.721000,2021-04-09 03:58:16.342000,2021-04-09 03:58:15.805000,1416894901.0,1.36625671587042
2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,4,2,2,2,4,5,4,3,4,2,2,3,4,1.0,6.0,1,2,1,3,1,2,1,1,1,1,1,1,2,1949.0,71.0,4,2,2,5,3,1,2,37,3,1,1,1,9,2,.,.,.,1,.,.,.,1,2,1,4,2,6,1,1,2021-04-09 03:49:40.145000,2021-04-09 04:02:27.713000,2021-04-09 04:02:26.995000,1416951093.0,0.644434290936285
.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,4,2,1,2,4,5,5,3,4,2,2,2,3,30.0,45.0,4,1,3,5,1,2,2,2,3,3,2,6,2,1989.0,31.0,2,1,1,4,2,5,2,47,3,2,3,2,1,1,.,.,.,.,1,.,.,1,2,4,6,2,6,10,2,2021-04-09 03:54:55.232000,2021-04-09 04:20:45.141000,2021-04-09 04:20:41.271000,1417726145.0,0.826758797133988
.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,1,2,2,3,4,5,3,2,2,2,3,2,4,51.0,53.0,2,3,1,1,2,3,1,1,1,1,1,1,2,1953.0,67.0,4,2,2,4,2,4,2,47,3,2,1,5,97,4,.,.,.,.,1,.,.,1,2,1,5,2,1,11,2,2021-04-09 02:09:37.892000,2021-04-10 15:16:24.564000,2021-04-10 15:16:18.019000,1414007591.0,0.645691034826196
2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,5,2,3,1,4,5,5,1,5,1,3,5,3,50.0,55.0,3,2,3,1,2,3,1,1,1,1,1,1,2,1950.0,70.0,4,2,2,3,2,3,2,6,4,1,2,5,1,1,.,.,.,1,.,.,.,1,2,1,5,1,1,1,1,2021-04-09 03:56:07.085000,2021-04-09 04:33:48.084000,2021-04-09 04:33:36.893000,1416889799.0,0.700456293436316
.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,4,2,2,1,4,5,6,1,4,3,4,1,4,28.0,92.0,1,1,1,5,1,2,2,2,1,1,2,6,2,1983.0,37.0,2,1,1,4,2,1,1,48,3,2,1,.,8,2,2,2,2,2,1,1,2,2,1,4,6,2,7,10,2,2021-04-09 04:19:08.638000,2021-04-09 04:36:57.400000,2021-04-09 04:36:56.804000,1417740465.0,0.826758797133988
.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,5,2,1,2,4,4,9,3,3,3,3,3,3,26.0,29.0,3,3,4,5,1,2,1,1,1,1,1,1,2,1978.0,42.0,2,1,1,3,2,3,2,18,2,3,1,6,1,1,2,2,2,2,1,2,2,1,2,3,7,1,8,1,2,2021-04-09 04:35:04.527000,2021-04-09 04:43:57.662000,2021-04-09 04:43:54.330000,1417763957.0,0.799926913746174
.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,2,3,3,2,2,5,2,3,2,3,3,2,76.0,76.0,3,3,1,2,1,2,1,1,1,1,1,1,2,1955.0,66.0,4,2,2,4,2,4,2,17,2,1,2,5,5,1,.,.,.,1,.,.,.,1,2,1,5,1,2,1,2,2021-04-09 04:31:51.353000,2021-04-09 04:56:54.893000,2021-04-09 04:56:40.020000,1417459257.0,0.699695532891343
2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,3,2,2,2,4,5,9,3,5,2,2,3,4,36.0,75.0,2,4,1,1,1,2,1,1,1,2,1,1,1,1990.0,30.0,2,1,1,3,2,5,2,38,2,4,2,1,1,1,.,.,.,.,1,.,.,1,1,4,6,2,7,11,1,2021-04-09 04:23:26.833000,2021-04-09 04:59:55.877000,2021-04-09 04:59:52.108000,1417742665.0,0.713455423932191
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,1,1,2,3,1,2,2,1,2,1,2,85.0,84.0,2,2,2,1,1,2,1,1,2,7,1,1,1,1998.0,22.0,1,1,1,2,1,2,1,17,2,1,1,.,6,2,2,1,2,2,2,1,2,2,1,2,2,1,3,1,1,2021-04-09 05:06:31.233000,2021-04-09 05:12:20.971000,2021-04-09 05:12:20.857000,1417791859.0,0.874691532507767
1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,5,2,3,2,2,4,5,1,3,4,4,2,3,10.0,60.0,2,1,3,5,1,1,1,1,3,3,1,1,2,1999.0,22.0,1,1,1,4,2,5,2,53,4,2,3,4,2,1,2,2,2,2,1,2,2,1,1,4,6,2,7,9,1,2021-04-09 04:45:34.770000,2021-04-09 05:12:32.727000,2021-04-09 05:12:32.197000,1417766607.0,0.820712222390144
.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,2,2,2,2,4,5,6,5,5,2,4,5,4,58.0,69.0,4,4,2,2,2,3,1,1,1,1,1,1,2,1943.0,77.0,4,2,2,5,3,3,2,6,4,1,2,5,2,1,.,.,.,1,.,.,.,1,1,1,5,2,2,1,2,2021-04-09 04:53:03.666000,2021-04-09 05:29:59.221000,2021-04-09 05:29:50.425000,1417386349.0,0.699092956918624
2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,4,2,2,1,4,5,6,3,4,2,2,4,4,81.0,88.0,2,3,1,1,1,2,1,1,1,1,1,1,1,1960.0,61.0,3,2,2,5,3,5,2,51,3,2,1,1,12,3,.,.,.,1,.,.,.,1,2,1,5,1,1,1,1,2021-04-09 02:53:48.118000,2021-04-12 00:23:50.022000,2021-04-12 00:23:25.992000,1417661115.0,0.81919051804922
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,1,1,3,1,10,1,1,1,1,1,1,84.0,85.0,1,1,3,3,3,4,1,1,2,7,1,1,1,1991.0,30.0,2,1,1,3,2,1,2,6,4,1,1,.,10,3,1,2,2,2,2,1,2,2,1,4,7,2,8,9,1,2021-04-09 05:29:55.071000,2021-04-09 05:37:41.087000,2021-04-09 05:37:40.958000,1417823407.0,0.714231145244692
.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,5,2,2,2,4,5,6,1,4,4,1,2,3,89.0,64.0,5,3,1,2,3,4,1,1,2,6,1,2,1,1961.0,60.0,3,1,1,3,2,1,2,29,2,4,1,3,10,3,.,.,.,1,.,.,.,1,1,1,5,1,1,1,2,2021-04-09 06:02:06.923000,2021-04-09 06:12:25.907000,2021-04-09 06:12:19.794000,1417013111.0,0.989710664550249
.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,4,2,2,2,5,4,8,3,4,2,1,2,4,96.0,61.0,4,2,2,2,3,5,1,1,2,7,1,2,2,1986.0,34.0,2,1,1,4,2,1,1,54,3,4,2,4,1,1,2,2,2,1,2,2,2,1,2,1,3,1,1,1,2,2021-04-09 06:12:36.764000,2021-04-09 06:26:12.978000,2021-04-09 06:26:05.632000,1417853599.0,1.24688329827161
1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,4,2,2,3,4,3,3,2,4,1,3,2,3,47.0,51.0,3,2,2,1,1,2,1,1,2,6,1,1,1,1988.0,32.0,2,1,1,4,2,1,1,48,3,3,1,1,7,2,.,1,.,.,.,.,.,1,1,2,2,2,2,3,1,2021-04-09 06:21:14.323000,2021-04-09 06:26:46.078000,2021-04-09 06:26:45.369000,1417857259.0,0.65838889820764
1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,5,2,.,3,2,5,1,.,1,1,1,3,1,74.0,74.0,1,1,1,3,1,1,1,1,2,7,1,1,2,1990.0,31.0,2,1,1,3,2,1,1,8,4,1,1,.,9,2,1,.,.,.,.,1,1,.,1,1,1,1,1,1,1,2021-04-09 06:41:20.685000,2021-04-09 06:58:43.307000,2021-04-09 06:58:30.115000,1417879371.0,0.800796653234614
2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,4,2,1,1,1,5,7,1,4,4,2,3,3,89.0,62.0,4,2,1,3,1,1,1,1,2,7,1,1,2,1997.0,23.0,1,1,1,3,2,1,2,6,4,1,1,.,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2021-04-09 07:09:41.755000,2021-04-09 07:18:31.669000,2021-04-09 07:18:24.878000,1417903997.0,0.820712222390144
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,2,1,4,2,1,2,4,1,2,3,2,49.0,51.0,2,4,3,3,1,1,1,1,2,7,1,2,2,1999.0,21.0,1,1,1,3,2,5,2,6,4,1,1,.,10,3,1,2,2,2,2,1,2,2,1,3,5,2,6,11,1,2021-04-09 07:19:33.709000,2021-04-09 07:27:28.160000,2021-04-09 07:27:11.882000,1417904943.0,1.02558976416845
.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,3,2,2,2,2,5,4,2,2,5,1,2,1,67.0,32.0,2,2,2,5,2,3,1,1,2,6,1,2,2,1982.0,38.0,2,1,1,3,2,1,1,21,3,4,2,7,3,1,2,2,2,1,2,2,2,1,2,1,3,1,1,1,2,2021-04-09 07:11:51.282000,2021-04-09 07:35:41.353000,2021-04-09 07:35:22.200000,1417904145.0,1.24688329827161
.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,3,2,2,2,4,5,6,2,4,3,4,4,4,54.0,93.0,2,2,2,1,3,4,1,1,1,2,1,1,2,1950.0,71.0,4,2,2,4,2,1,2,45,3,4,1,5,4,1,.,.,.,1,.,.,.,1,2,4,6,2,7,11,2,2021-04-09 07:52:55.583000,2021-04-09 08:11:00.686000,2021-04-09 08:11:00.080000,1417870077.0,0.645691034826196
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,1,1,1,1,2,3,2,4,1,1,4,2,77.0,57.0,3,1,2,2,2,3,1,1,1,2,1,1,2,1989.0,32.0,2,3,3,5,3,1,1,6,4,1,2,.,13,3,2,1,2,2,2,1,2,2,1,2,3,1,3,2,2,2021-04-09 11:02:49.388000,2021-04-09 11:34:43.288000,2021-04-09 11:34:42.444000,1418077179.0,0.672004714730979
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,4,6,3,4,4,2,4,3,60.0,47.0,5,5,1,4,2,3,1,1,2,7,1,2,1,1964.0,57.0,3,3,3,5,3,1,2,9,1,2,1,1,97,4,.,.,.,1,.,.,.,1,1,2,2,2,2,2,1,2021-04-09 12:29:28.622000,2021-04-09 12:47:39.434000,2021-04-09 12:47:38.592000,1418144365.0,1.10871824084933
2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,1,2,4,5,5,1,3,2,2,3,3,54.0,56.0,2,3,3,1,2,3,1,1,1,1,1,1,2,1951.0,70.0,4,2,2,2,1,1,2,42,1,1,2,5,97,4,.,.,.,1,.,.,.,1,2,1,3,2,1,1,1,2021-04-09 12:48:08.592000,2021-04-09 13:01:11.774000,2021-04-09 13:01:11.040000,1418106915.0,0.869545476125851
.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,4,2,2,2,4,5,6,3,3,2,3,3,4,60.0,78.0,3,3,2,5,2,3,1,1,3,4,1,1,1,1966.0,54.0,3,3,3,5,3,1,2,55,2,2,1,1,97,4,.,.,.,.,1,.,.,1,2,2,5,2,3,2,2,2021-04-09 12:46:27.173000,2021-04-09 13:02:45.713000,2021-04-09 13:02:45.387000,1418167619.0,0.799304980736139
.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,4,1,3,1,5,4,4,2,3,1,2,4,3,59.0,62.0,2,3,1,3,3,5,1,1,3,5,1,2,1,1967.0,53.0,3,3,3,5,3,1,1,1,3,2,1,.,6,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2021-04-09 13:04:47.714000,2021-04-09 13:11:26.144000,2021-04-09 13:11:20.457000,1418187199.0,1.32420278482923
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,2,2,4,5,4,5,5,1,5,4,5,51.0,51.0,4,2,1,3,2,3,1,1,2,7,1,2,2,1978.0,42.0,2,1,1,3,2,1,2,6,4,2,1,2,5,1,.,1,.,.,.,.,.,1,2,1,5,2,1,1,1,2021-04-09 13:28:18.841000,2021-04-09 13:50:07.795000,2021-04-09 13:50:03.179000,1418199239.0,1.00070259505329
.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,3,2,1,2,4,4,6,3,3,3,2,2,3,57.0,88.0,2,1,1,1,2,3,1,1,1,2,1,1,1,1957.0,63.0,3,3,3,5,3,1,2,36,1,2,1,1,97,4,.,.,.,.,1,1,.,.,1,2,5,2,6,1,2,2021-04-09 11:50:58.591000,2021-04-09 13:55:43.460000,2021-04-09 13:55:38.586000,1418115289.0,0.886282131547665
2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,3,1,1,1,2,5,5,2,2,1,2,1,2,59.0,68.0,2,1,1,2,3,5,1,1,2,7,1,1,2,1989.0,31.0,2,3,3,5,3,1,1,6,4,3,1,.,13,3,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2021-04-09 13:45:03.803000,2021-04-09 13:55:47.974000,2021-04-09 13:55:47.366000,1418215625.0,0.672004714730979
1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,4,2,2,2,4,5,6,2,4,3,2,4,4,25.0,85.0,3,2,1,3,1,2,1,1,1,1,1,1,1,1962.0,58.0,3,1,1,4,2,1,2,11,3,1,3,1,12,3,.,.,.,1,.,.,.,1,2,4,6,2,8,9,1,2021-04-09 13:34:51.350000,2021-04-09 13:55:49.320000,2021-04-09 13:55:43.593000,1418206017.0,0.743058444952851
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,5,2,2,2,4,5,5,2,5,2,5,4,5,1.0,75.0,3,3,1,5,1,1,1,1,3,4,1,1,1,1976.0,45.0,3,1,1,4,2,5,2,37,3,4,2,6,1,1,.,.,1,1,.,2,2,1,1,4,6,2,8,7,2,2021-04-09 13:49:45.434000,2021-04-09 14:00:17.059000,2021-04-09 14:00:11.597000,1418218053.0,0.743058444952851
.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,4,2,2,1,2,3,4,3,2,3,3,2,2,8.0,13.0,2,3,3,2,4,6,2,2,4,8,2,6,2,1986.0,34.0,2,1,1,2,1,1,1,42,1,3,2,7,1,1,.,.,.,.,1,.,.,1,2,4,6,2,6,1,2,2021-04-09 14:00:11,2021-04-09 14:06:35.210000,2021-04-09 14:06:28.424000,1418224517.0,0.914056204877025
.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,4,2,2,2,4,4,6,1,4,4,3,1,3,26.0,82.0,3,1,1,3,2,3,1,1,1,1,1,1,2,1977.0,43.0,2,1,1,3,2,5,2,19,2,2,2,2,2,1,.,.,.,1,.,.,.,1,2,3,5,2,6,11,2,2021-04-09 13:44:50.860000,2021-04-09 14:06:48.949000,2021-04-09 14:06:48.414000,1418215591.0,0.799926913746174
1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,4,2,2,2,4,1,6,5,1,4,3,1,1,50.0,79.0,1,1,2,3,2,3,1,1,3,4,2,6,2,1979.0,42.0,2,1,1,4,2,1,2,12,3,3,2,7,6,2,2,2,2,2,1,2,2,1,2,4,5,2,1,11,1,2021-04-09 13:53:19.852000,2021-04-09 14:14:09.864000,2021-04-09 14:14:09.240000,1418219081.0,0.826758797133988
1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,4,2,2,2,4,5,6,2,5,3,2,4,3,13.0,76.0,2,2,1,3,1,2,1,1,1,1,2,6,2,1983.0,37.0,2,1,1,3,2,6,1,36,1,1,2,.,10,3,2,2,2,2,1,2,1,2,1,4,6,2,7,2,1,2021-04-09 13:56:59.529000,2021-04-09 14:15:38.542000,2021-04-09 14:15:26.610000,1417239199.0,0.758896377456625
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,1,1,4,1,7,3,5,3,3,3,3,23.0,45.0,3,2,3,1,2,3,1,1,1,2,1,1,2,1973.0,48.0,3,2,2,5,3,1,1,42,1,2,1,1,6,2,.,.,.,.,1,.,.,1,2,2,5,2,2,1,2,2021-04-09 14:05:20.606000,2021-04-09 14:18:30.714000,2021-04-09 14:18:26.600000,1418226255.0,0.678394459975669
1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,3,2,2,1,4,1,6,1,5,3,1,2,2,61.0,76.0,3,2,1,1,3,4,1,1,1,1,1,1,2,1942.0,78.0,4,2,2,4,2,5,2,42,1,3,1,5,4,1,.,.,.,1,.,1,.,.,1,1,2,1,1,1,1,2021-04-09 13:58:15.512000,2021-04-09 14:20:41.798000,2021-04-09 14:20:41.047000,1417387205.0,0.775833584515138
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,5,2,2,2,4,5,5,2,4,3,4,3,4,75.0,80.0,3,2,1,1,3,4,1,1,3,4,1,1,1,1963.0,57.0,3,2,2,5,3,1,1,6,4,2,1,1,97,4,.,.,.,.,1,.,1,.,1,1,2,1,1,1,2,2021-04-09 14:06:50.527000,2021-04-09 14:28:21.879000,2021-04-09 14:28:21.129000,1418226537.0,0.888671396909495
.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,1,4,2,2,2,4,5,7,1,4,4,1,3,4,3.0,78.0,1,4,1,5,1,1,1,1,4,3,1,1,1,1992.0,28.0,1,1,1,3,2,1,2,42,1,2,2,1,11,3,.,.,.,.,1,.,.,1,2,4,6,2,7,10,2,2021-04-09 13:34:21.527000,2021-04-09 14:30:49.107000,2021-04-09 14:30:48.943000,1418203499.0,0.805237469331947
