Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q25A,Q26A,Q25B,Q26B,Q27A,Q28A,Q27B,Q28B,Q29A,Q30A,Q29B,Q30B,Q31A,Q32A,Q31B,Q32B,Q33A,Q34A,Q33B,Q34B,Q35,Q36,Q37_1,Q37_2,Q37_3,Q37_4,pid3_pipe,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48_1,Q48_2,Q48_3,Q48_4,Q48_5,Q49,Q50,Q51,Q52,pid3,pid7,newsint,cablenews,cablenews_t,votereg,turnout22post,housevote22post,votemethod22,turnout20,ideo5,gender,birthyr,country_of_birth,age,age4,race,race4,hispanic,speakspanish,educ,educ4,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,marstat,child18,ownrent,socialclass,faminc,income3,inputstate,region,urbancity,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,sexuality,student2,job,employstat2,employstat2_t,pid7_baseline,pid3_baseline,presvote20post,ideo3,starttime,endtime,rand_ab,weight
1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,1,1,1,3,1,1,1,2,2,2,4,2,9,1,5,5,1,5,1,2,40.0,88.0,2,1,1,2,1,4,NEWS NATION,1,1,1,3,1,2,1,1948.0,840,75.0,4,1,1,2,4,5,3,4,6,2,7,10,1,2,1,3,6,2,21,3,4,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,1,1,5,1,2024-03-21 16:59:07.855000,2024-03-21 17:42:30.968000,1,0.5492024905850488
2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,1,1,1,3,.,.,2,2,2,2,4,2,6,2,4,5,4,5,3,1,85.0,48.0,5,2,3,4,1,4,NewsMax,1,1,2,2,1,4,1,1968.0,840,55.0,3,3,3,1,3,4,2,3,5,1,2,1,6,2,1,3,11,3,35,4,4,2,1,2,2,2,2,2,1,.,3,.,1,__NA__,7,3,2,3,2024-03-21 16:48:19.007000,2024-03-21 17:43:29.983000,1,0.3908888904764004
1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,4,5,2,2,2,3,2,3,3,2,2,2,1,2,4,3,3,2,3,2,3,2,60.0,55.0,4,2,3,5,4,5,__NA__,3,2,6,.,2,3,2,2000.0,840,23.0,1,1,1,2,4,5,3,2,4,2,5,2,5,2,1,2,12,3,12,3,3,2,1,2,2,2,2,2,1,.,3,.,1,__NA__,6,3,1,2,2024-03-21 17:28:16.353000,2024-03-21 17:43:35.918000,1,2.071544346337893
1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,1,2,2,3,1,1,2,1,2,1,4,2,3,2,4,1,2,4,2,4,30.0,94.0,2,2,1,2,2,1,__NA__,1,1,1,3,1,2,2,1957.0,840,67.0,4,1,1,2,4,3,2,1,5,2,6,1,3,2,1,4,5,1,6,4,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,2,1,5,1,2024-03-21 17:21:20.387000,2024-03-21 17:43:51.843000,1,0.6174248942025641
1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,5,2,2,1,4,1,2,2,2,2,2,4,2,5,1,3,4,2,4,2,3,41.0,70.0,3,2,3,3,2,5,__NA__,1,1,6,2,1,3,2,1983.0,840,40.0,2,2,2,2,4,6,4,2,3,2,3,2,3,1,2,4,11,3,11,3,1,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,5,3,5,2,2024-03-21 16:50:42.607000,2024-03-21 17:44:27.979000,1,1.989752855140937
.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,5,5,2,3,1,3,2,4,1,2,2,2,4,5,4,2,2,5,2,4,2,2,71.0,55.0,3,1,2,7,2,2,__NA__,1,1,2,3,1,4,2,1956.0,840,67.0,4,1,1,2,4,2,1,4,6,2,7,10,1,2,1,3,3,1,4,4,1,2,2,2,1,2,2,2,1,.,3,.,2,__NA__,3,2,2,3,2024-03-21 17:28:52.135000,2024-03-21 17:44:28.903000,2,1.02695351584558
2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,5,1,5,1,5,2,5,1,2,2,2,4,5,6,4,1,5,5,5,5,1,78.0,54.0,5,5,2,6,1,5,__NA__,1,1,2,3,1,4,2,1943.0,840,80.0,4,1,1,2,4,5,3,1,6,2,1,1,4,2,1,4,3,1,53,4,4,2,2,2,2,1,2,1,2,.,3,.,5,__NA__,4,2,2,3,2024-03-21 17:23:55.693000,2024-03-21 17:44:52.386000,1,0.8047806592037737
1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,1,5,1,5,1,3,3,2,2,2,4,5,6,2,5,2,2,4,1,5,12.0,81.0,2,1,1,1,1,5,__NA__,1,1,1,4,1,1,2,1969.0,840,55.0,3,1,1,2,4,3,2,4,6,2,6,11,1,1,1,3,11,3,21,3,1,2,2,2,2,1,2,2,1,.,3,.,4,__NA__,1,1,5,1,2024-03-21 17:29:22.821000,2024-03-21 17:45:29.408000,1,0.3757180030271905
1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,2,4,2,4,.,.,2,2,3,2,1,2,5,3,4,3,3,3,2,4,46.0,64.0,2,2,5,4,2,5,__NA__,2,2,6,.,2,3,2,1964.0,840,60.0,3,8,4,2,4,5,3,3,6,2,3,5,1,2,1,4,9,2,48,3,2,2,1,2,1,2,2,2,1,.,3,.,1,__NA__,7,5,1,2,2024-03-21 15:06:29.110000,2024-03-21 22:30:02.906000,1,0.7294982146346252
.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,1,2,2,3,1,3,1,2,1,2,2,2,4,5,5,3,5,4,4,4,1,4,10.0,70.0,3,3,1,1,2,5,__NA__,1,1,1,4,1,1,2,1981.0,840,43.0,2,1,1,2,.,6,4,1,2,2,4,1,5,2,3,3,7,2,24,3,2,2,2,2,2,1,2,2,1,1,3,.,1,__NA__,1,1,5,1,2024-03-21 15:09:25.195000,2024-03-21 18:14:27.335000,2,0.6994233233154145
.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,5,5,1,4,1,3,1,3,3,2,2,2,4,2,7,2,4,3,4,5,2,3,40.0,70.0,4,1,3,3,2,5,__NA__,1,1,1,1,1,3,2,1968.0,840,55.0,3,1,1,2,4,5,3,4,6,2,6,11,1,2,1,1,15,3,12,3,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,5,3,5,2,2024-03-21 16:47:37.266000,2024-03-21 17:45:47.831000,2,0.3471321785373424
2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,3,3,2,2,1,4,2,4,3,1,2,1,5,5,7,2,4,3,3,5,2,2,100.0,31.0,4,2,2,7,1,5,__NA__,2,2,6,.,1,5,1,1965.0,643,58.0,3,1,1,2,4,6,4,1,6,1,2,4,1,2,2,3,4,1,42,2,1,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,3,2,2,3,2024-03-21 16:53:32.802000,2024-03-21 17:46:01.987000,1,2.803140261730329
1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,2,2,2,3,.,.,3,3,2,3,4,1,5,3,5,3,3,1,1,5,91.0,18.0,3,3,3,4,2,3,__NA__,1,2,6,.,1,4,2,1950.0,840,73.0,4,2,2,2,4,2,1,1,1,2,1,12,4,2,1,3,3,1,23,1,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,5,3,5,3,2024-03-21 17:00:27.485000,2024-03-21 17:46:19.935000,1,1.680487926748129
1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,2,2,2,2,1,2,2,1,3,2,1,2,3,3,3,2,3,2,1,3,50.0,100.0,3,2,1,1,4,5,__NA__,1,1,1,3,1,3,2,1962.0,840,61.0,3,4,4,2,4,4,2,4,6,2,7,1,5,2,1,3,1,1,6,4,2,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,1,1,5,2,2024-03-21 17:34:09.670000,2024-03-21 17:46:19.391000,1,0.4365572844278889
.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,3,3,2,3,1,5,1,3,2,3,2,3,5,3,4,2,4,4,3,4,3,4,51.0,48.0,3,1,1,2,4,5,__NA__,1,2,6,.,1,3,2,2003.0,840,20.0,1,1,1,2,.,3,2,4,6,2,7,10,5,2,2,2,97,4,29,2,2,2,2,2,1,2,2,2,1,4,1,3,.,__NA__,2,1,2,2,2024-03-21 17:30:10.484000,2024-03-21 17:46:27.353000,2,2.150877839919886
1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,2,3,1,4,1,3,1,2,2,2,4,2,5,1,5,3,4,5,2,3,25.0,90.0,3,3,3,3,1,5,__NA__,1,1,1,2,1,2,2,1950.0,840,73.0,4,1,1,2,4,6,4,1,5,1,1,1,4,2,1,4,4,1,42,1,4,2,2,2,1,2,2,1,2,.,3,.,5,__NA__,1,1,5,1,2024-03-21 17:24:30.984000,2024-03-21 17:46:29.501000,1,0.7132311519031308
.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,3,3,1,2,1,2,2,5,1,2,2,2,1,4,5,4,2,4,4,5,4,2,71.0,60.0,5,2,3,5,3,2,__NA__,1,1,2,3,2,4,1,1972.0,840,51.0,3,3,3,1,3,5,3,1,2,2,2,11,1,1,1,3,9,2,6,4,2,2,2,2,1,2,1,2,2,.,3,.,1,__NA__,6,3,1,3,2024-03-21 17:31:19.327000,2024-03-21 17:46:48.161000,2,0.5303228848150684
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,1,1,1,1,1,2,1,2,2,2,2,2,4,2,6,4,5,3,2,5,1,2,10.0,90.0,4,4,1,1,1,1,__NA__,1,1,1,3,1,2,1,1968.0,840,55.0,3,1,1,2,4,6,4,4,6,2,7,9,5,2,1,5,5,1,48,3,2,2,2,2,2,1,2,2,1,.,3,.,6,__NA__,1,1,5,1,2024-03-21 17:01:04.568000,2024-03-21 17:46:46.491000,2,0.6354825425106284
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,1,1,1,3,1,3,1,2,1,3,2,2,2,5,5,1,4,3,2,3,1,4,30.0,80.0,3,1,3,3,2,5,__NA__,1,1,1,1,1,2,2,1960.0,840,63.0,3,1,1,2,4,5,3,4,6,2,8,11,1,2,1,3,8,2,25,1,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,5,3,5,1,2024-03-21 17:34:32.431000,2024-03-21 17:46:49.341000,2,0.4742115284947974
.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,2,2,2,3,1,3,.,.,1,1,2,1,5,4,3,3,3,3,2,2,3,2,50.0,52.0,3,2,3,4,4,4,BBC,1,2,6,.,2,3,2,1973.0,840,50.0,3,1,1,2,4,5,3,2,4,2,2,11,3,2,2,5,4,1,26,2,2,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,7,3,1,2,2024-03-21 17:31:17.899000,2024-03-21 17:46:56.377000,2,0.9010854033951038
1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,4,2,3,3,1,3,.,.,2,2,2,2,4,5,6,2,5,2,3,4,2,4,30.0,75.0,2,1,3,4,1,4,Both cnn and msnbc about equally; never fox news,1,1,1,2,1,2,2,1981.0,840,42.0,2,1,1,2,4,6,4,4,6,2,3,11,6,2,1,4,6,2,22,3,1,2,2,2,1,2,2,2,1,.,3,.,3,__NA__,7,3,5,1,2024-03-21 17:28:09.111000,2024-03-21 17:47:04.734000,1,0.6713748043047578
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,3,3,1,3,1,3,1,2,2,2,2,2,4,2,4,1,5,1,2,2,1,4,58.0,100.0,2,2,1,1,1,1,__NA__,1,2,6,.,1,3,2,1953.0,840,70.0,4,1,1,2,4,2,1,2,5,2,2,1,3,2,3,2,4,1,26,2,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,1,1,5,2,2024-03-21 17:30:43.170000,2024-03-21 17:47:04.437000,2,1.423027556629046
1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,2,1,1,1,2,3,2,3,1,3,5,5,5,5,3,3,3,3,3,3,97.0,50.0,3,3,2,7,2,5,__NA__,1,1,2,2,1,5,2,1996.0,840,27.0,1,1,1,2,.,2,1,1,4,2,1,1,1,1,2,3,9,2,42,1,4,2,1,2,2,2,2,2,1,.,3,.,7,__NA__,3,2,2,3,2024-03-21 17:22:32.405000,2024-03-21 17:47:12.341000,1,1.086877598681261
1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,3,2,1,3,1,3,2,5,2,1,2,2,4,2,6,2,2,3,4,4,2,1,70.0,75.0,5,1,2,6,3,5,__NA__,1,1,2,3,1,4,2,1958.0,840,65.0,4,1,1,2,4,2,1,2,5,1,2,1,1,2,1,3,8,2,55,2,3,2,2,2,1,2,1,1,2,.,3,.,5,__NA__,4,2,2,3,2024-03-21 17:21:54.739000,2024-03-21 17:47:14.671000,1,0.747388893079626
.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,3,3,1,4,1,3,1,2,1,2,2,2,4,2,6,1,4,4,3,4,2,3,52.0,59.0,4,3,1,1,2,5,__NA__,1,1,1,1,1,3,2,1958.0,840,65.0,4,2,2,2,4,5,3,1,1,1,1,1,5,2,2,4,2,1,45,3,3,2,2,2,2,1,2,2,1,.,2,2,.,__NA__,1,1,5,2,2024-03-21 17:33:10.631000,2024-03-21 17:47:07.766000,2,0.8714972988752194
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,1,2,2,2,.,.,2,2,2,2,4,2,6,3,2,4,3,5,3,2,54.0,53.0,5,2,3,4,1,5,__NA__,1,2,6,.,2,4,1,1981.0,840,42.0,2,2,2,2,4,4,2,1,2,1,5,1,5,2,1,4,2,1,48,3,1,2,2,2,2,1,2,2,1,.,3,.,3,__NA__,7,3,1,3,2024-03-21 17:19:39.765000,2024-03-21 17:47:56.518000,1,1.71964214597015
.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,2,2,3,2,4,.,.,1,2,2,2,4,2,6,1,2,4,5,5,2,2,53.0,54.0,5,3,3,4,1,5,__NA__,1,2,6,4,1,6,2,1979.0,608,44.0,2,4,4,2,3,5,3,4,5,2,8,2,5,2,2,4,97,4,26,2,2,2,2,1,2,2,2,2,1,.,3,.,3,__NA__,7,3,2,4,2024-03-21 17:29:51.729000,2024-03-21 17:47:59.695000,2,1.445110040648941
.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,3,2,3,3,1,3,2,3,2,2,2,2,2,2,6,1,2,4,4,4,3,2,95.0,68.0,5,3,2,7,1,5,__NA__,1,1,2,2,1,4,2,1960.0,840,63.0,3,1,1,2,4,4,2,4,6,2,7,12,1,2,1,4,4,1,29,2,4,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,3,2,2,3,2024-03-21 17:26:38.457000,2024-03-21 17:48:12.809000,2,0.9145785882709471
1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,1,2,1,3,1,1,1,2,2,2,4,2,6,2,5,2,4,5,1,5,0.0,100.0,2,1,1,1,1,3,__NA__,1,1,1,2,1,1,1,1952.0,840,71.0,4,1,1,2,4,5,3,4,5,2,7,10,1,2,1,2,12,3,29,2,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,1,1,5,1,2024-03-21 17:35:40.003000,2024-03-21 17:48:17.744000,1,0.5727592601975772
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,2,2,2,4,1,3,1,2,2,2,2,2,4,2,6,2,4,4,4,5,1,4,25.0,90.0,2,1,3,3,1,1,__NA__,1,1,1,1,1,2,1,1953.0,840,70.0,4,1,1,2,4,5,3,2,5,2,4,1,1,2,1,2,13,3,48,3,1,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,5,3,5,1,2024-03-21 17:32:37.168000,2024-03-21 17:48:22.574000,2,0.453075983777308
.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,2,1,1,4,1,4,1,5,2,2,2,2,4,2,6,1,5,4,1,4,1,5,50.0,100.0,4,1,1,1,1,3,__NA__,1,1,1,3,1,3,2,1958.0,840,65.0,4,1,1,2,4,5,3,3,6,2,1,11,1,2,1,2,10,3,12,3,3,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,2,1,5,2,2024-03-21 17:18:10.027000,2024-03-21 17:48:31.736000,2,0.5793380438720614
.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,3,5,1,4,1,5,2,5,2,2,2,2,1,4,6,4,3,5,3,5,3,1,55.0,54.0,1,1,3,5,1,4,News nation,1,1,2,3,1,3,1,1955.0,840,68.0,4,1,1,2,4,3,2,1,5,2,1,11,1,2,1,3,11,3,6,4,3,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,6,3,2,2,2024-03-21 16:58:42.178000,2024-03-21 17:48:34.145000,2,0.675231520790864
.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,1,1,1,1,1,2,2,1,2,2,2,2,4,2,5,1,2,5,5,5,4,2,97.0,62.0,5,4,2,7,2,2,__NA__,1,1,2,2,1,5,2,1948.0,840,75.0,4,1,1,2,4,5,3,2,4,2,6,1,5,2,1,5,2,1,40,3,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-21 17:28:25.247000,2024-03-21 17:48:45.465000,2,1.137786974445147
1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,3,3,3,3,2,3,5,2,2,2,2,1,5,3,3,2,1,3,1,2,100.0,51.0,3,3,2,7,2,2,__NA__,1,1,2,2,1,5,2,1965.0,840,58.0,3,5,3,1,4,3,2,1,5,2,1,7,4,2,2,5,3,1,48,3,4,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,3,2,2,3,2024-03-21 17:29:37.500000,2024-03-21 17:48:59.664000,1,0.5171552442960896
1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,3,3,2,4,1,4,.,.,1,2,2,2,4,2,6,2,5,2,2,2,1,4,50.0,80.0,4,1,3,4,2,5,__NA__,1,1,1,4,1,3,1,1951.0,840,72.0,4,1,1,2,4,6,4,4,6,2,7,11,3,2,1,3,8,2,8,4,4,2,2,1,2,2,2,2,1,.,3,.,8,Volunteer,7,3,5,2,2024-03-21 17:37:30.406000,2024-03-21 17:49:08.205000,1,0.660892120279986
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,1,1,3,1,1,1,2,2,2,2,2,2,4,2,6,4,2,5,5,5,4,2,100.0,66.0,5,5,2,7,1,5,__NA__,1,1,2,2,1,5,1,1956.0,840,67.0,4,1,1,2,4,3,2,1,1,2,1,2,5,2,1,3,1,1,42,1,3,2,2,2,1,2,2,2,1,.,3,.,4,__NA__,3,2,2,3,2024-03-21 17:37:44.425000,2024-03-21 17:49:03.540000,2,0.7247742335866441
1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,2,2,2,2,1,1,2,2,2,2,4,2,6,4,5,1,1,1,1,1,3.0,100.0,1,1,1,1,1,3,__NA__,1,1,1,1,1,1,2,1963.0,840,61.0,3,3,3,1,3,5,3,1,2,2,2,2,1,2,1,4,11,3,48,3,2,2,2,2,1,2,2,2,1,.,3,.,7,__NA__,1,1,5,1,2024-03-21 17:29:01.034000,2024-03-21 17:49:04.001000,1,0.2253932197213719
